id,originalId,ExpCondition,date,time,attempts,mobile,referer,ip,device,os,browser,inviterId,barChart,polMap,svr,radar,suppTimer1,suppTimer2,suppTimer3,sex,age,education,province,interestInPolitics,voteIntention,voteReason,prevVote,forecastVote_m18to35noUni,forecastVote_m18to35Uni,forecastVote_f18to35noUni,forecastVote_f18to35Uni,forecastVote_m36to50noUni,forecastVote_m36to50Uni,forecastVote_f36to50noUni,forecastVote_f36to50Uni,forecastVote_m51to65noUni,forecastVote_m51to65Uni,forecastVote_f51to65noUni,forecastVote_f51to65Uni,forecastVote_mOver65noUni,forecastVote_mOver65Uni,forecastVote_fOver65noUni,forecastVote_fOver65Uni,usefulResult,placeTimer1,placeTimer2,placeTimer3,placeTimer4,LRplace_Self,placeLR_VVD,placeLR_PvdA,placeLR_PVV,placeLR_SP,placeLR_CDA,placeLR_D66,placeLR_GL,ProgConsplace_Self,placeProgCons_VVD,placeProgCons_PvdA,placeProgCons_PVV,placeProgCons_SP,placeProgCons_CDA,placeProgCons_D66,placeProgCons_GL,placeLeader_Rutte,placeLeader_Asscher,placeLeader_Roemer,placeLeader_Buma,placeLeader_Wilders,placeLeader_Pechtold,placeLeader_Klaver,PTV_VVD,PTV_PvdA,PTV_PVV,PTV_SP,PTV_CDA,PTV_D66,PTV_GL,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,totalTime
30,58b73429026b53c1405e99ec,1,2017-03-01,20:50:49,1,0,https://www.facebook.com/,f7c0108490863aeb9ac8ef4436483306,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-1,-999,-999,22.1,43.2,-999,2,26,6,4,3,7,2,6,-1,-1,-1,-1,-1,-1,-1,-996,-1,-1,-1,-1,-1,-1,-1,-1,-1,48.3,35.1,25.4,24,0,0,-999,-999,-999,-999,-999,-999,2,6,3,9,4,6,6,3,7,8,7,6,1,8,6,5,10,0,6,5,8,8,2,2,2,4,3,4,4,2,4,3,1,3,1,2,2,2,2,2,3,4,2,4,2,2,2,3.6,2.3,1.8,2.3,2.1,2.6,5.8,2.3,3.2,2.9,2.3,3.1,2.6,2.2,2.3,3.2,1.8,1.4,2.3,2.4,2.2,2.1,1.7,2.9,2.3,63.7
31,58b73536026b53c1405e99ee,1,2017-03-01,20:55:18,1,0,http://www.stem-consult.nl/,6b9c9e7084507ec2b596c555bd1c02a8,Samsung GT-P5210 0.0.0,Android 4.4.2,Chrome 56.0.2924,-999,1,-999,-999,-999,19.1,33.9,62.1,2,25,7,6,1,4,2,4,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,31,17.4,33.2,16.9,5,7,5,9,2,6,6,4,2,6,3,8,2,7,3,2,8,7,2,3,1,9,6,6,4,0,2,5,9,7,2,1,2,5,4,3,2,1,5,5,1,1,2,2,5,4,1,2,5,2,2,4,4,1,1,5.8,3.4,2.1,2.1,7.6,3.2,3.2,2.1,2,1.9,1.8,1.8,2.3,3.2,2.6,3.6,1.8,2,2.2,1.9,2.4,2,3.3,2,1.9,68.2
32,58b73596026b53c1405e99f0,1,2017-03-01,20:56:54,1,1,http://m.facebook.com/,ab8d328c0fe6ad93252763f55924834f,Samsung SM-G920F 0.0.0,Android 6.0.1,Chrome Mobile 56.0.2924,-999,-999,-999,-999,-999,27.5,70.8,-999,2,53,6,12,2,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,86.8,54.4,41,28.7,5,8,3,10,2,7,5,2,5,8,3,10,2,7,5,3,8,8,1,1,0,6,4,8,4,0,0,0,9,5,-999,-999,4,5,4,4,4,2,4,4,1,3,2,4,3,4,2,-999,4,2,3,4,2,-999,3,14.7,3.2,6.1,3.2,3.2,6,5.2,5,11.9,8.5,3.3,5.2,4.3,6.1,14.1,4.4,2.7,3.8,3.3,2.6,46,3.7,3.3,12.2,5.4,187.4
33,58b736c6026b53c1405e99f9,1,2017-03-01,21:01:58,1,1,http://m.facebook.com,13cf5c0867afcba3b05042a2cc057078,iPad36 0.0.0,iOS 10.2.1,Mobile Safari 10.2.1,-999,0,-999,-999,-999,33,58.9,71.2,2,58,5,9,2,11,2,6,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,36.5,12.1,46.9,62.6,10,-999,10,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,7,7,6,0,5,7,0,5,0,10,5,5,6,5,2,4,2,2,4,2,1,3,4,3,5,2,4,2,2,2,1,1,2,2,2,5,2,4,19.5,7.2,8.2,3.6,2.4,3.9,6,54.3,17.3,5,4.4,6.1,3,3.1,70.2,21,2.6,2.9,5.1,2.6,3,2.6,83.1,72.4,13,422.5
34,58b73946026b53c1405e99fb,1,2017-03-01,21:12:38,1,1,http://m.facebook.com/,710ed843ff5a334981dad91f1f6380a3,Samsung SM-G920F 0.0.0,Android 6.0.1,Chrome Mobile 56.0.2924,-999,-1,-999,-999,-999,26.3,34,-999,2,51,5,9,3,2,2,11,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.2,28.5,28.1,31.3,6,10,3,4,-999,8,-999,-999,8,5,5,0,1,7,7,3,6,6,1,8,0,8,3,6,6,0,0,7,5,0,3,3,4,2,1,4,2,2,4,3,2,4,2,4,3,4,3,1,4,2,2,1,3,3,3,9,3.2,7.7,4.1,3.1,16.4,5.2,3.5,5.8,4.8,5.8,8.8,4,4.4,14.5,11.1,3.5,3.5,10.5,5.9,3.7,3,12.5,3.8,4.4,162.2
35,58b739e7026b53c1405e99ff,1,2017-03-01,21:15:19,1,1,-999,36eb0aa3da7e1397f8076f4a66359850,iPhone 0.0.0,iOS 10.2.1,Mobile Safari 10.0.0,-999,0,-999,-999,-999,36.9,62.4,-999,1,46,6,10,3,6,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,59.7,60.2,53.7,40.6,4,10,4,6,0,7,6,2,2,8,6,10,8,10,3,1,10,10,0,0,0,7,4,0,7,0,0,0,8,8,2,4,2,5,4,2,4,2,5,5,1,2,3,3,2,5,2,4,4,4,3,2,4,2,1,6.3,19.2,4,3.1,5.1,4.5,10.3,4.1,3.2,7.4,1.8,3,4.2,50.2,22.5,9.6,3.6,3,3.6,3,3.5,2.7,11.2,5.7,2.6,197.4
36,58b73adb026b53c1405e9a01,1,2017-03-01,21:19:23,2,1,http://m.facebook.com/,87a894036900ca4dbbdb95983c52d6df,Samsung SM-G920F 0.0.0,Android 6.0.1,Chrome Mobile 56.0.2924,-999,-999,-999,-999,-999,28.1,31.2,-999,2,53,6,12,2,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-996,-1,58,44,43,38.9,8,7,4,4,2,7,7,2,8,4,7,0,6,2,9,9,8,8,1,0,0,7,5,6,4,0,0,0,8,5,-999,3,4,5,4,4,5,2,4,4,1,3,2,3,4,4,2,3,4,2,2,3,2,3,2,10.2,87.9,2.8,2.6,9.6,4.1,4.6,3.7,2.2,8.7,2.7,3.2,4.3,2.8,9,5.2,2.3,3.5,2.3,2.2,8.7,11.1,2.5,3,3,202.2
37,58b73b74026b53c1405e9a03,1,2017-03-01,21:21:56,1,1,http://m.facebook.com,12131ea414a9ee1942763b4c3101d114,iPad31 0.0.0,iOS 9.3.5,Mobile Safari 9.3.5,-999,0,-999,-999,-999,55.3,24.1,-999,2,64,5,9,4,-999,-999,-999,-1,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39.6,5.8,51.7,35.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,0,10,6,0,7,3,0,5,0,10,3,3,4,3,3,3,2,3,2,2,2,3,4,2,4,2,3,3,4,3,3,4,2,2,2,4,3,3,11.1,6.4,4.2,4,4.7,5.5,11.3,5.2,6.3,4.8,3.8,9.2,4.2,4.3,7.2,7,4.9,3.1,3.6,3.6,5.7,3.3,4.3,9.4,3.3,140.4
38,58b73c9a026b53c1405e9a06,1,2017-03-01,21:26:50,1,0,http://m.facebook.com/,24b28faa1300b17337162750546fed70,Samsung SM-T560 0.0.0,Android 4.4.4,Chrome 33.0.0,-999,-1,-999,-999,-999,31.3,49.1,-999,1,49,5,9,3,-996,7,11,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.7,12.7,28.2,24.4,-999,5,-999,-999,-999,5,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,8,7,7,7,2,5,5,8,4,3,6,7,4,5,4,3,5,2,2,4,2,2,2,3,3,4,1,5,2,2,3,2,3,3,3,1,4,3,4,11.2,6.8,3.3,4.3,2.3,4.4,20,4,3.2,3.6,3.7,3.3,3,4,5.8,4.2,3.1,5.8,3,3.7,4.5,4.3,8.2,5.1,8.5,133.3
39,58b73eee026b53c1405e9a0b,1,2017-03-01,21:36:46,1,0,https://www.facebook.com/,5d6b383239149f349baee82edc6f4e72,Other 0.0.0,Mac OS X 10.9.5,Safari 9.1.3,-999,0,-999,-999,-999,39.7,70.3,-999,2,54,7,13,1,7,2,-996,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,70.5,42.1,35,43.1,4,9,4,10,1,7,4,2,2,6,3,10,4,7,3,1,8,8,2,6,0,8,4,5,10,0,0,0,9,7,3,2,3,4,4,3,2,3,4,4,2,3,3,2,5,5,2,3,5,2,3,3,3,2,1,8,4.9,2.8,2.4,2.7,2.7,5.9,6.2,3.1,4.3,2.4,4,5.4,7.1,4.3,2.7,5.1,3.2,2.8,3.2,3.6,3.1,6.7,6.2,2.7,105.5
40,58b73ef0026b53c1405e9a0d,1,2017-03-01,21:36:48,1,1,http://m.facebook.com,f7c0108490863aeb9ac8ef4436483306,iPhone94 0.0.0,iOS 10.1.1,Mobile Safari 10.1.1,-999,-999,-999,-999,-999,38,31.8,-999,2,29,6,9,2,13,2,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,50.3,29.1,17.8,4.2,-999,7,3,10,2,4,1,1,10,10,-999,10,-999,-999,-999,10,-999,-999,-999,-999,9,-999,0,-999,-999,-999,-999,-999,-999,-999,5,4,5,4,1,4,4,2,2,3,4,4,1,5,2,2,-999,4,2,2,-999,2,4,-999,5,6,4.3,5.3,2.9,2.2,2.6,4.2,2.7,4.4,2.3,4,2.5,2.2,5.3,4.9,6.3,2.2,6.1,3.9,2,2.5,4.1,3,2.7,2.3,90.9
41,58b73f1c026b53c1405e9a0f,1,2017-03-01,21:37:32,1,0,https://www.facebook.com/,356232914814e9ea15f901f98634235a,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,37.6,49.7,-999,2,69,6,9,2,2,5,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,12.3,9,33.4,18.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,2,6,7,0,1,3,1,1,1,5,6,2,5,5,5,5,4,1,4,3,1,4,1,3,4,1,4,1,4,1,4,1,2,2,1,1,1,2,12.9,4.9,3.1,4.1,2.6,5,8.9,5.2,5.8,3.2,7.9,3.8,3.5,3.8,6,8.8,1.9,3.7,3.6,3,3.1,2.1,6.9,2.2,3,119
42,58b73f4f026b53c1405e9a12,1,2017-03-01,21:38:23,1,0,https://www.facebook.com/,3126fa62be42b73b3b7923a8ecee64f6,Other 0.0.0,Mac OS X 10.12.3,Chrome 56.0.2924,-999,-999,-999,-999,-999,52.9,73.7,71.2,2,59,3,9,3,2,2,2,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-998,75.6,7.7,64.7,50.9,-999,-999,-999,-999,-999,10,0,0,-999,-999,-999,-999,-999,10,-999,-999,0,3,4,5,4,6,5,0,5,2,3,8,5,3,2,1,4,3,3,5,1,3,4,1,2,3,1,4,2,2,2,3,3,3,2,1,5,5,3,10.8,3.4,5.6,7.3,15.6,10.5,8.7,12.8,6.3,5.7,4,5.1,4.1,6.4,8.1,6.1,4.5,5.9,6.4,6,7.3,6.5,8.2,12.8,3.5,181.6
43,58b740cc026b53c1405e9a14,1,2017-03-01,21:44:44,1,0,https://www.facebook.com/,e0e763bab3f5a8e8bae229a777f580b2,Other 0.0.0,Windows 10 0.0.0,Edge 14.14393.0,-999,-999,-999,-999,-999,26.6,22.7,-999,2,53,6,4,1,7,2,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,67.4,39.9,33.2,23.2,3,9,4,7,1,7,7,4,3,6,2,8,2,9,0,1,5,7,4,2,0,8,4,0,8,0,6,3,2,2,2,1,4,2,2,4,2,2,4,4,2,4,1,4,3,3,4,4,4,2,2,1,4,4,3,4.6,2.1,3.2,2.1,4.4,2.3,2.6,2.6,7.1,4.7,233.6,3,2.4,2.3,4.7,4.8,2,1.8,1.7,4.2,2.1,2.1,3,7.2,2.7,313.3
44,58b741a2026b53c1405e9a16,1,2017-03-01,21:48:18,1,1,http://m.facebook.com/,e28d48c21f46a8cedf4c8ab1484d807f,Samsung SM-J500FN 0.0.0,Android 5.1.1,Chrome Mobile 56.0.2924,-999,0,-999,-999,-999,28.5,24.6,-999,2,60,6,9,2,-996,7,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,12.3,39.5,42.6,30.5,2,-999,-999,-999,-999,-999,-999,10,2,10,3,10,2,5,4,3,8,3,3,6,0,9,5,0,5,0,5,6,7,7,2,2,1,3,2,5,3,2,5,5,2,5,2,2,5,3,4,2,5,2,2,3,5,2,2,7,2.7,3.5,4.1,3.1,4.9,4.3,3.8,3.2,4,2.9,3.3,3.1,3.5,5.1,4.2,4.7,3.1,2.5,2.8,2.4,3.3,3.4,3.4,2.7,91
45,58b744f0026b53c1405e9a1d,1,2017-03-01,22:02:24,1,0,https://www.facebook.com/,a5327d5270ad0a318039a5841c7495ca,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,0,1,-999,0,33,43.6,-999,2,55,6,9,2,6,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,79.1,44.6,54.8,36.2,3,10,4,10,0,8,7,3,0,10,2,10,0,9,4,2,3,6,3,3,0,5,6,0,6,0,3,0,6,7,1,1,1,2,3,2,2,2,5,5,1,3,3,2,4,4,2,1,5,2,2,1,5,2,2,4.5,2.1,2.8,3.4,3.2,2.9,8.6,4,4.9,7.8,2.5,4.1,4.8,2.6,7.1,5.1,7.1,3,3.3,2.9,3.1,3.2,3.2,4,2.1,102.3
46,58b7477f026b53c1405e9a1f,1,2017-03-01,22:13:19,1,1,http://m.facebook.com/,0ce7d95672762e440d754faf1ce4cdb9,Samsung SM-G920F 0.0.0,Android 6.0.1,Chrome Mobile 56.0.2924,-999,-999,-999,-999,-999,39,51.1,-999,2,26,7,9,2,4,2,4,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135.1,100.8,55.1,36.5,5,8,3,3,1,7,5,2,6,7,3,9,6,7,2,2,7,5,2,4,0,6,3,6,4,0,2,4,8,5,4,2,4,5,4,4,4,2,2,4,1,4,2,4,4,5,1,4,4,2,2,4,2,1,3,8.3,3.3,4.5,3.1,6.4,2.7,2.8,6.1,4.7,3.3,3.3,3.7,2.9,4,6.1,6.2,2.2,3.1,3.3,2.2,5.4,3.6,3.6,3.4,7.3,105.5
47,58b74799026b53c1405e9a21,1,2017-03-01,22:13:45,1,1,http://m.facebook.com,6eea1c5912a46bf5e72863148e196691,iPhone93 0.0.0,iOS 10.1.1,Mobile Safari 10.1.1,-999,1,1,1,-999,29.8,73.2,-999,1,26,7,8,2,12,1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,222.6,35.7,40.6,16.2,8,8,3,6,2,6,6,3,7,3,4,2,4,4,6,7,10,3,0,7,0,7,4,10,2,0,0,8,7,4,5,4,4,5,2,4,2,1,2,4,1,4,2,4,3,4,3,-999,5,2,3,3,3,4,3,5.6,11.6,9.3,3.1,15.2,7.9,3.5,3.7,11.9,5.3,2.4,5.8,2.3,5.4,10.2,3.8,6,9.8,3.4,2.6,10.1,10.8,17.6,16,4.6,187.9
48,58b74f23026b53c1405e9a23,1,2017-03-01,22:45:55,1,1,-999,e28d48c21f46a8cedf4c8ab1484d807f,ALE-L21 0.0.0,Android 6.0.0,Chrome Mobile 56.0.2924,-999,-999,-999,-999,-999,23.5,7.8,-999,1,24,7,9,3,-999,-999,-999,-1,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,36,24.3,30.8,7,8,3,10,2,7,6,3,6,5,4,8,3,7,5,4,8,6,2,7,2,7,7,8,4,2,2,6,8,5,2,2,4,5,-999,4,3,2,3,-999,2,4,2,3,2,3,4,4,4,4,2,-999,2,3,3,5.8,2.5,7.7,3.2,7.5,105.7,5.5,7.5,4,3.9,2.5,3.4,5.7,3.6,7.1,5.5,3.8,2.6,3.2,3.5,3.9,3.2,6.3,18,3.7,229.3
49,58b752ee026b53c1405e9a25,1,2017-03-01,23:02:06,1,1,http://m.facebook.com/,6eea1c5912a46bf5e72863148e196691,XT1068 0.0.0,Android 6.0.0,Chrome Mobile 56.0.2924,-999,-999,-999,-999,-999,28.7,62.6,-999,1,24,7,9,4,12,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,42.9,8.1,32.5,23.9,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,3,1,7,0,7,2,9,1,0,0,6,7,1,4,3,4,4,3,4,4,2,3,4,2,3,2,4,4,4,2,5,3,2,3,2,-999,2,3,26.6,7.9,6.1,3.8,7.7,4.5,20.7,9.7,5.4,3.9,4.9,9.8,3.2,3.6,14.1,9.7,3.1,5.4,7.1,4,7.3,5.5,13.3,9.9,3.3,200.5
50,58b76607026b53c1405e9a27,1,2017-03-02,00:23:35,1,1,http://m.facebook.com/,ca580bd9c146697d92f73ad303498f6e,Mi Note 2 0.0.0,Android 6.0.1,Chrome Mobile 56.0.2924,-999,-999,1,-999,-999,20,43.5,-999,2,23,6,9,2,6,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,26.1,22,31.5,22.5,5,-999,-999,-999,-999,-999,-999,-999,7,3,5,1,7,3,6,8,8,3,3,6,0,8,8,7,4,0,3,2,7,9,3,2,3,5,2,2,2,2,5,4,1,1,2,3,4,4,1,2,5,4,2,3,2,2,1,9.6,2.3,3.7,2.2,2.5,5.2,5.2,3.1,4.7,3.7,1.7,1.8,3.2,3.1,3.7,9.6,2.1,4.4,10.9,4.9,3.4,3.5,3.9,4.9,2.5,105.8
52,58b76dfc026b53c1405e9a2b,1,2017-03-02,00:57:32,1,0,http://www.stem-consult.nl/,b4a5adc0c668b49a4ea3d3f9bca1056a,Other 0.0.0,Windows 8.1 0.0.0,Chrome 52.0.2743,-999,-999,-999,-999,-999,49.4,104.9,-999,2,20,4,6,4,4,2,-997,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77.1,43.5,30.9,29.6,7,9,2,4,2,4,7,3,2,8,7,7,7,7,3,7,2,1,1,1,2,1,1,5,1,2,1,3,7,1,4,4,5,5,5,4,4,1,5,5,1,4,2,4,4,2,4,4,5,4,-999,4,3,2,-999,14.4,4,7.6,2.8,5.6,6,14,5.9,4.1,2.5,2.4,5.6,3.4,5.1,6.7,5.8,7.6,4.7,2.9,2.9,23.5,3.7,5.8,13.3,4.6,164.9
53,58b7bea8026b53c1405e9a2e,1,2017-03-02,06:41:44,1,0,https://www.facebook.com/,36eb0aa3da7e1397f8076f4a66359850,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,0,1,0,-999,22.7,37.1,65.8,2,27,7,4,2,6,2,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,5,44.8,29.1,27.8,36.1,7,8,5,5,2,5,4,2,0,7,6,8,4,10,2,2,7,7,7,3,0,7,7,4,6,0,7,0,8,8,4,5,4,4,4,2,4,2,5,1,1,2,1,3,2,5,1,1,2,2,2,5,4,2,2,11.1,4.6,3.1,4.8,7.5,8.5,5.1,3.6,3.2,5.1,1.6,3.8,3.9,2.9,13.9,3.6,1.9,4.5,13.7,5.5,4.5,4.8,7,3.1,2.3,133.6
54,58b7c701026b53c1405e9a30,1,2017-03-02,07:17:21,1,1,http://www.stem-consult.nl/,315cd8838e66efb24ed56396a77f79e8,HTC 10 $2 $3 $4 0.0.0,Android 7.0.0,Chrome Mobile 56.0.2924,-999,-999,-999,-999,-999,229.7,68.1,-999,2,57,6,6,2,2,2,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,61,11.5,39.4,24.8,5,4,2,2,2,8,3,2,-999,-999,-999,-999,-999,-999,-999,-999,7,5,3,7,2,4,2,5,0,0,0,8,0,1,2,2,3,3,2,3,4,4,4,3,1,5,2,4,1,5,3,3,5,2,4,4,5,2,2,14,6.9,5.1,6.8,12.6,8.3,19.8,4.3,3.1,5.4,3.9,8.2,5.1,3.6,4.9,4.8,7.9,10.1,3,4.7,7.1,4.5,7.8,6.2,2.8,170.9
55,58b7ca0b026b53c1405e9a33,1,2017-03-02,07:30:19,1,0,http://www.stem-consult.nl/,315cd8838e66efb24ed56396a77f79e8,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-1,-999,-999,-999,52,53.5,-999,1,71,6,6,3,-996,-998,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,20.8,14,42.5,27.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,-999,-999,-999,-999,-999,-999,2,3,4,4,2,2,2,2,3,4,1,2,2,4,2,4,3,2,5,4,3,2,2,2,2,6.1,8,6.1,23.7,6.2,8.5,5.5,8.6,14.7,4.8,3.5,4.4,3.9,3.6,10.1,32.3,4.5,4.5,4.6,4.3,9.1,12.1,10.1,5.1,5.6,209.9
56,58b7d01e026b53c1405e9a35,1,2017-03-02,07:56:14,1,0,https://www.facebook.com/,0a2a4f7b1c1a1da7b906d5d3cd9307d2,Other 0.0.0,Windows 7 0.0.0,Firefox 51.0.0,-999,-999,-999,-999,-999,28.5,51.8,-999,1,40,5,9,2,6,2,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,37.6,50.5,23.3,28.1,-999,-999,-999,-999,6,-999,-999,4,0,5,6,9,2,8,3,2,4,6,6,3,0,5,6,0,5,0,7,0,2,8,2,2,2,3,4,2,3,2,4,4,2,3,2,2,4,4,2,2,4,2,2,2,4,2,2,8,2.8,2.2,2.4,2.6,3,7.2,3.2,2.3,1.9,2.1,6.3,4.9,2.3,3.7,5.5,2.4,2.4,2.2,2.6,2.3,1.6,3.6,2.8,1.7,82
57,58b7d2cb026b53c1405e9a37,1,2017-03-02,08:07:39,1,1,http://m.facebook.com,79e460760930e360597e8b4c507f3384,iPad31 0.0.0,iOS 9.3.5,Mobile Safari 9.3.5,-999,-1,-999,-999,-999,35.7,68.6,78,1,62,3,9,2,-996,-999,11,-1,-1,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-999,24.7,19.4,10.4,83.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,-999,-999,-999,-999,-999,-999,10,-999,-999,-999,-999,-999,-999,5,-999,-999,-999,0,-999,-999,3,2,3,1,2,4,2,2,3,2,2,4,1,3,3,3,2,3,2,3,2,2,3,3,3,11.3,3.9,3.9,3.2,2.9,7.9,8.5,6.7,8.8,3,2.4,4,3.2,9,5,9.5,3.1,5.6,3.2,5.1,5.3,4.1,5.9,6.3,8.6,140.4
58,58b7d573026b53c1405e9a3a,1,2017-03-02,08:18:59,1,0,https://www.facebook.com/,a6ee92d770a4cff98cef84cc02835eb5,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,19.3,59.2,-999,2,24,7,8,2,4,1,4,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32.8,17.9,17.6,37.2,4,8,3,9,0,6,5,2,8,3,5,0,1,3,9,8,8,3,0,3,0,8,6,3,6,0,0,3,10,10,1,1,3,5,3,2,4,1,5,2,1,4,2,3,5,4,2,3,5,2,2,4,3,2,2,2.2,1.8,2.3,1.9,2.4,3.3,4.6,3.3,1.8,2.8,1.7,3.4,2.3,3,2.6,3,1.6,2.8,2.1,2.2,3.4,2.4,2.5,4.7,2,66.1
59,58b7e60a026b53c1405e9a3c,1,2017-03-02,09:29:46,1,0,http://www.stem-consult.nl/,24b28faa1300b17337162750546fed70,Other 0.0.0,Windows 7 0.0.0,Firefox 51.0.0,-999,-999,-999,-999,-999,30.2,48.3,-999,1,25,7,8,2,-999,-999,2,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.8,47.5,38.8,39.6,6,7,4,8,2,5,3,3,7,7,6,7,6,4,5,7,7,5,4,5,2,3,4,7,6,2,2,7,4,5,2,2,3,4,3,2,4,2,2,4,1,4,1,3,4,4,2,3,4,-999,2,4,5,2,3,6.2,9.3,6.5,2.4,2.7,309.5,16.4,5.8,2.9,2.6,2.1,7.9,4.5,6.3,3.3,8.7,3.2,8.4,4,0,14,3.4,5.8,11.2,7.6,454.7
60,58b7ec26026b53c1405e9a3e,1,2017-03-02,09:55:50,1,1,http://m.facebook.com,d732bed5ed9cbffdca1f1276f5c52145,iPad34 0.0.0,iOS 10.2.1,Mobile Safari 10.2.1,-999,-1,-999,-999,-999,103.3,86.3,-999,2,71,5,9,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,36.2,25.3,217.9,169.9,-999,-999,-999,-999,-999,10,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,4,7,10,6,8,3,6,7,4,0,10,7,6,2,4,4,2,1,2,1,2,2,4,2,3,1,4,2,4,3,-999,3,4,2,1,2,3,2,15,8.7,7,14.4,3.8,6,7.2,7,29,20.2,7.1,35.3,6.9,7.9,14,12,16.2,8.1,10.5,5.9,4.2,5.1,6,37,5.3,299.8
